Občanství,Kód,Kód zn.,Kód zn.,Hlavní město Praha,Středočeský kraj,Jihočeský kraj,Plzeňský kraj,Karlovarský kraj,Ústecký kraj,Liberecký kraj,Královéhradecký kraj,Pardubický kraj,Kraj Vysočina,Jihomoravský kraj,Olomoucký kraj,Moravskoslezský kraj,Zlínský kraj,Součet
Etiopie,231,ET,ETH,13,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Eritrea,232,ER,ERI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Estonsko,233,EE,EST,22,3,0,0,0,2,0,1,0,0,3,0,1,1,33
Finsko,246,FI,FIN,50,4,0,1,0,2,0,1,0,1,4,1,1,0,65
Alandy,248,AX,ALA,10,4,0,0,4,4,1,2,0,0,6,1,3,0,35
Francie,250,FR,FRA,471,59,17,17,4,6,4,6,11,7,34,9,21,11,677
Gabon,266,GA,GAB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gruzie,268,GE,GEO,73,11,2,6,5,2,1,0,1,0,5,1,2,0,109
Gambie,270,GM,GMB,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Palestina,275,PS,PSE,4,3,0,0,0,1,0,1,0,0,0,1,0,0,10
Německo,276,DE,DEU,534,231,96,258,231,1280,76,52,30,25,107,68,56,18,3062
Ghana,288,GH,GHA,32,3,0,0,0,7,1,1,3,0,3,1,0,1,52
Řecko,300,GR,GRC,117,14,2,3,5,7,6,4,3,3,34,18,38,2,256
Guatemala,320,GT,GTM,4,2,0,0,0,0,0,0,0,1,0,0,0,0,7
Guinea,324,GN,GIN,16,3,0,0,0,1,0,0,0,0,1,0,1,0,22
Guyana,328,GY,GUY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Honduras,340,HN,HND,7,1,0,0,0,0,0,0,1,0,0,0,0,0,9
Hongkong,344,HK,HKG,2,1,0,0,0,0,0,0,0,0,1,0,0,0,4
Maďarsko,348,HU,HUN,514,93,20,115,25,41,29,40,29,19,116,15,23,8,1087
Island,352,IS,ISL,8,1,0,0,1,0,0,0,0,0,0,0,0,0,10
Indie,356,IN,IND,97,5,0,0,3,3,1,1,1,0,14,3,9,2,139
Indonésie,360,ID,IDN,5,1,0,0,0,0,1,0,1,0,0,0,1,0,9
Írán,364,IR,IRN,17,5,1,4,0,0,3,1,0,1,1,2,0,1,36
Irák,368,IQ,IRQ,26,9,0,2,1,8,1,1,4,1,10,0,4,0,67
Irsko,372,IE,IRL,136,15,5,13,4,5,2,1,3,3,15,3,8,6,219
Izrael,376,IL,ISR,61,20,2,0,2,3,0,3,1,0,4,1,1,1,99
Itálie,380,IT,ITA,662,87,26,32,17,41,13,8,15,6,93,30,50,38,1118
Pobřeží slonoviny,384,CI,CIV,11,1,0,0,1,1,1,0,0,0,0,0,0,0,15
Jamajka,388,JM,JAM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Japonsko,392,JP,JPN,51,11,0,0,0,3,1,2,2,0,6,2,1,1,80
Kazachstán,398,KZ,KAZ,390,96,1,6,27,59,10,7,4,3,16,8,3,1,631
Jordánsko,400,JO,JOR,20,4,0,0,3,4,0,0,2,0,3,0,4,1,41
Keňa,404,KE,KEN,4,1,0,0,0,2,1,0,0,0,1,0,2,0,11
Korejská lidově demokratická republika,408,KP,PRK,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Korejská republika,410,KR,KOR,77,3,1,2,0,0,0,0,0,1,2,0,6,0,92
Kuvajt,414,KW,KWT,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Kyrgyzstán,417,KG,KGZ,49,11,0,0,17,5,1,0,0,0,2,2,0,1,88
Laos,418,LA,LAO,3,1,0,0,0,0,0,0,0,0,1,0,0,0,5
Libanon,422,LB,LBN,19,5,1,2,1,7,2,3,2,1,0,2,1,0,46
Lotyšsko,428,LV,LVA,60,18,10,7,3,5,0,1,0,9,3,0,1,2,119
Libérie,430,LR,LBR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Libye,434,LY,LBY,8,1,0,0,0,1,0,1,0,0,5,0,1,0,17
Lichtenštejnsko,438,LI,LIE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Litva,440,LT,LTU,59,19,4,14,6,3,6,3,2,19,17,0,1,1,154
Lucembursko,442,LU,LUX,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Madagaskar,450,MG,MDG,3,0,0,0,0,0,1,0,1,0,1,0,1,0,7
Malajsie,458,MY,MYS,9,0,0,0,0,2,0,0,1,0,0,0,0,0,12
Mali,466,ML,MLI,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Malta,470,MT,MLT,10,1,2,0,0,1,0,1,0,0,0,0,1,0,16
Mauritánie,478,MR,MRT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Mauricius,480,MU,MUS,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Mexiko,484,MX,MEX,52,8,2,1,1,0,0,3,2,0,4,1,2,1,77
Mongolsko,496,MN,MNG,97,12,3,11,15,27,21,13,3,13,37,8,3,12,275
Moldavsko,498,MD,MDA,291,123,24,56,17,37,44,26,17,26,51,25,7,14,758
Černá Hora,499,ME,MNE,16,3,0,3,2,2,1,1,0,0,1,2,1,0,32
Maroko,504,MA,MAR,41,5,0,0,0,4,2,0,0,1,4,2,3,2,64
Namibie,516,,NAM,1,1,0,0,0,1,0,0,0,0,0,0,1,0,4
Nepál,524,NP,NPL,2,1,0,3,0,0,0,0,0,0,1,0,0,0,7
Nizozemsko,528,NL,NLD,133,38,22,14,5,17,22,22,11,7,24,9,5,6,335
Nizozemské Antily,530,AN,ANT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Vanuatu,548,VU,VUT,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Nový Zéland,554,NZ,NZL,20,4,0,0,0,1,1,1,1,0,3,0,1,1,33
Niger,562,NE,NER,11,2,0,0,0,0,0,0,0,0,1,0,0,0,14
Nigérie,566,NG,NGA,133,11,1,0,0,13,1,1,1,0,5,0,2,1,169
Norsko,578,NO,NOR,17,3,1,0,0,3,2,0,0,0,2,0,1,1,30
Pákistán,586,PK,PAK,49,8,1,5,0,4,0,1,0,1,5,1,3,0,78
Panama,591,PA,PAN,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4
Paraguay,600,PY,PRY,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Peru,604,PE,PER,19,11,0,0,0,6,1,1,0,0,8,1,2,0,49
Filipíny,608,PH,PHL,32,5,2,2,1,6,1,0,0,1,1,1,0,2,54
Polsko,616,PL,POL,498,175,41,63,38,111,152,305,70,22,128,151,879,39,2672
Portugalsko,620,PT,PRT,63,6,1,6,2,2,3,2,0,2,10,1,6,1,105
Guinea-Bissau,624,GW,GNB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Katar,634,QA,QAT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rumunsko,642,RO,ROU,877,225,68,292,39,128,48,37,55,29,173,65,18,62,2116
Rusko,643,RU,RUS,2303,451,21,42,209,153,42,30,21,12,126,39,53,25,3527
Svatá Lucie,662,LC,LCA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Svatý Tomáš a Princův ostrov,678,ST,STP,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Saúdská Arábie,682,SA,SAU,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Senegal,686,SN,SEN,12,5,0,0,0,1,0,0,0,0,0,0,0,0,18
Srbsko,688,RS,SRB,141,23,1,7,14,12,6,3,0,3,18,4,8,6,246
Sierra Leone,694,SL,SLE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Singapur,702,SG,SGP,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3
Slovensko,703,SK,SVK,7601,2504,502,696,270,640,455,426,451,316,2723,521,1404,872,19381
Vietnam,704,VN,VNM,4156,1861,901,2194,2825,3437,699,529,494,384,1300,536,1062,284,20662
Slovinsko,705,SI,SVN,41,8,4,1,2,2,2,2,2,0,7,1,7,2,81
Somálsko,706,SO,SOM,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Jižní Afrika,710,ZA,ZAF,29,8,3,0,2,2,1,0,0,0,8,3,1,2,59
Zimbabwe,716,ZW,ZWE,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3
Španělsko,724,ES,ESP,338,18,8,6,3,7,7,6,7,2,32,7,10,5,456
Súdán,729,SD,SDN,4,1,0,0,0,2,0,0,0,0,0,0,0,0,7
Surinam,740,SR,SUR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Švédsko,752,SE,SWE,93,25,1,17,1,16,2,0,0,4,9,1,6,0,175
Švýcarsko,756,CH,CHE,41,6,6,1,5,2,5,2,0,1,4,0,3,1,77
Sýrie,760,SY,SYR,55,14,3,14,7,20,6,8,2,1,26,7,17,4,184
Tádžikistán,762,TJ,TJK,11,1,0,0,0,0,0,0,0,0,1,0,0,0,13
Thajsko,764,TH,THA,94,13,9,8,2,10,2,1,2,0,6,3,2,3,155
Togo,768,TG,TGO,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Trinidad a Tobago,780,TT,TTO,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Spojené arabské emiráty,784,AE,ARE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Tunisko,788,TN,TUN,86,26,3,5,5,12,4,5,5,0,10,4,8,1,174
Turecko,792,TR,TUR,92,20,6,7,4,18,7,6,5,3,8,5,8,7,196
Turkmenistán,795,TM,TKM,7,0,0,0,0,0,0,0,0,0,1,0,0,0,8
Uganda,800,UG,UGA,2,1,0,0,0,0,0,1,0,0,0,0,0,0,4
Ukrajina,804,UA,UKR,10846,3273,649,1389,642,1175,739,808,799,415,1524,431,269,261,23220
Severní Makedonie,807,MK,MKD,133,34,5,9,3,50,1,9,4,3,21,16,38,7,333
Egypt,818,EG,EGY,40,16,3,1,6,9,4,8,6,1,8,6,13,1,122
Velká Británie,826,GB,GBR,1065,208,45,55,18,40,71,38,45,29,146,44,71,50,1925
Guernsey,831,GG,GGY,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Tanzanie,834,TZ,TZA,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4
Spojené státy,840,US,USA,1283,123,42,26,5,29,21,21,15,12,68,25,42,23,1735
Burkina Faso,854,BF,BFA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Uruguay,858,UY,URY,1,2,0,1,0,0,0,0,0,0,0,0,0,0,4
Uzbekistán,860,UZ,UZB,279,27,0,18,4,3,3,7,2,4,4,4,0,0,355
Venezuela,862,VE,VEN,26,0,0,0,0,0,0,2,0,0,5,0,1,0,34
Jemen,887,YE,YEM,8,2,0,2,0,7,1,0,1,0,2,1,2,0,26
Srbsko a Černá Hora,891,CS,SCG,228,44,15,14,8,21,9,5,1,2,18,6,14,7,392
Zambie,894,ZM,ZMB,2,2,0,0,0,0,0,1,0,0,0,0,0,0,5
Součet,SUM1,,,348081,271117,125199,109995,54180,133559,91616,108221,92901,88346,224411,109326,190070,109980,2057002
Z toho cizinci,SUM2,,,37901,10779,2815,5638,4653,7902,2675,2573,2240,1501,7590,2280,4421,1911,94879
